context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,20.0,241.3288087904857,ga,raw,40,1,40,0,scale,1,300.6095566135979,0.24564306317269358,18,58,0.01406169899996712
0,6.0,20.0,241.3288087904857,ga,raw,40,1,40,0,scale+thin,1,298.682582335921,0.23765821342626392,69,109,0.050994553000009546
0,6.0,20.0,241.3288087904857,ga,raw,40,2,40,0,none,1,483.9906591528756,1.0055237564822255,0,40,0.0311592790000077
0,6.0,20.0,241.3288087904857,ga,raw,40,2,40,0,scale,1,331.44755245708575,0.37342720961606535,18,58,0.004921100999922601
0,6.0,20.0,241.3288087904857,ga,raw,40,2,40,0,scale+thin,1,327.6939621669886,0.3578733670851644,69,109,0.0414738250000255
0,6.0,20.0,241.3288087904857,ga,raw,40,3,40,0,none,1,655.8653171981762,1.717724918484881,0,40,0.023636695000050167
0,6.0,20.0,241.3288087904857,ga,raw,40,3,40,0,scale,1,320.10104766928833,0.3264104243235637,18,58,0.005627665000019988
0,6.0,20.0,241.3288087904857,ga,raw,40,3,40,0,scale+thin,1,319.2686433660449,0.32296117055475193,69,109,0.03912727400006588
0,6.0,20.0,241.3288087904857,ga,raw,40,4,40,0,none,1,716.2899697879368,1.968108007402456,0,40,0.03849833799995395
0,6.0,20.0,241.3288087904857,ga,raw,40,4,40,0,scale,1,388.43366279605146,0.6095619281545357,18,58,0.008832270999960201
0,6.0,20.0,241.3288087904857,ga,raw,40,4,40,0,scale+thin,1,388.43366279605146,0.6095619281545357,69,109,0.028245790999903875
0,6.0,20.0,241.3288087904857,ga,raw,100,0,100,0,none,1,491.39457140124705,1.0362035260691185,0,100,0.035089774999960355
0,6.0,20.0,241.3288087904857,ga,raw,100,0,100,0,scale,1,300.60780997484966,0.24563582558362596,18,118,0.003811644999927921
0,6.0,20.0,241.3288087904857,ga,raw,100,0,100,0,scale+thin,1,299.4019704328192,0.24063915921762513,71,171,0.01498560700008511
0,6.0,20.0,241.3288087904857,ga,raw,100,1,100,0,none,1,347.036291414444,0.43802264285707504,0,100,0.08268238599998767
0,6.0,20.0,241.3288087904857,ga,raw,100,1,100,0,scale,1,253.891074883584,0.05205456470803882,18,118,0.012543424000000414
